,1,2,3,4,5
473,1484611200000,13.5402,13.5405,12.283,12.3195
474,1484697600000,12.4346,12.5469,12.0582,12.0667
475,1484784000000,12.5827,12.5934,12.077,12.082
476,1484870400000,12.2571,12.2574,11.6356,11.7042
477,1485129600000,12.1578,12.1581,11.6318,11.6617
478,1485216000000,11.9549,12.0978,11.5066,11.6302
479,1485302400000,11.8176,12.0373,11.4144,11.4316
480,1485388800000,11.5764,12.1158,10.937999999999999,11.3168
481,1486080000000,12.9056,13.2329,12.0981,12.4306
482,1486339200000,13.0108,13.5553,11.9064,12.5106
483,1486425600000,12.6989,12.6992,11.8757,11.9209
484,1486512000000,12.0853,12.7835,11.3837,12.776
485,1486598400000,12.9056,17.7238,12.2607,12.6272
486,1486684800000,12.7765,12.7788,12.4348,12.4393
487,1486944000000,12.9563,12.9566,12.0384,12.0384
488,1487030400000,12.2147,15.3978,11.287,11.365
489,1487116800000,11.4395,11.5222,10.915999999999999,11.0995
490,1487203200000,11.2012,11.3296,10.9367,11.1853
491,1487289600000,11.2843,15.2605,11.0419,11.6398
492,1487548800000,12.0943,12.1646,11.71,12.0542
493,1487635200000,12.1891,13.5825,12.1397,12.2948
494,1487721600000,12.3588,12.4836,11.8697,11.8697
495,1487808000000,11.8526,15.6705,11.0501,11.0627
496,1487894400000,11.126,11.4093,10.9602,11.2442
497,1488153600000,11.6,12.1409,11.5463,12.0966
