,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2015-04-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-04-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-05-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-06-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-07-31,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-08-31,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-09-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-10-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-11-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2015-12-31,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-01-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-02-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-02,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-09,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-10,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-16,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-17,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-23,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-24,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-30,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-03-31,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-01,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-07,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-08,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-11,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-12,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-13,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-14,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-15,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-18,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-19,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-20,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-21,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-22,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-25,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-26,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-27,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-28,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-04-29,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-05-03,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-05-04,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-05-05,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
2016-05-06,50ETF购2015年3月2.20,认购,2.2,2015-03-25 00:00:00,0.4007
